"tema","idGuest","convidado","total"
"Notícias",1212139590,"Pedro Paulo Silveira",4
"Notícias",1212130385,"Paulo Silveira",3
"Notícias",1212144179,"Alottoni",2
"Notícias",1212142053,"Jovem Nerd",2
"Notícias",1212141891,"Leandro Leite Soares",2
"Notícias",1212141781,"Mario Souto",2
"Notícias",1212143806,"Priscila Ganiko",2
"Notícias",1212141887,"Azaghal",1
"Notícias",1212142928,"Edgar Loja Quebra Galho",1
"Notícias",1212135105,"Fernando Reule",1
"Notícias",1212142927,"Flavia Marcon",1
"Notícias",1212126189,"Flávio Augusto",1
"Notícias",1212142811,"Henrique Coronati",1
"Notícias",1212142810,"Julio Trajano Rodrigues",1
"Notícias",1212140265,"Katiucha Barcelos",1
"Notícias",1212142331,"Marcel Campos",1
"Notícias",1212137936,"Marcelo Bassoli",1
"Notícias",4877,"Marco Gomes",1
"Notícias",1212142902,"Maurício Duboc",1
"Notícias",1212140172,"Max Valarezo",1
"Notícias",1212142611,"Michel Naslavsky",1
"Notícias",1212142602,"Pedro Pallotta",1
"Notícias",1212141282,"Ricardo di Lazzaro Filho",1
"Notícias",1212137166,"Roberta Arcoverde",1
"Notícias",1212142901,"Teo Scussel",1
"Notícias",1212142893,"Yaso",1
"Política",274,"Tucano",9
"Política",1212127694,"Filipe Figueiredo",7
"Política",2595,"Eduardo Spohr",6
"Política",3515,"JP",6
"Política",1212139590,"Pedro Paulo Silveira",4
"Política",1212131200,"Maurício Linhares",3
"Política",1212142033,"Nicolas Borsoi",3
"Política",1212130385,"Paulo Silveira",3
"Política",1212135982,"Daniel Jezini",2
"Política",1212141781,"Mario Souto",2
"Política",1212139900,"André Ferreira",1
"Política",1212142850,"Angélica Kalil",1
"Política",3244,"Bluehand",1
"Política",1212141954,"Camila Sousa",1
"Política",1212139147,"Giuseppe Janino",1
"Política",1212142293,"Iana Villela",1
"Política",1212142331,"Marcel Campos",1
"Política",1212142602,"Pedro Pallotta",1
"Política",1212139351,"Pri Ganiko",1
"Política",1212137166,"Roberta Arcoverde",1
"Política",1212141330,"Tayná Garcia",1
"Política",1212139148,"Thiago Fini",1
"Política",1212139216,"Vinícius Fuzikawa",1
"Política",1212142536,"Washington Santos",1
"Política",1212139149,"Zé Cruz",1
"Profissões",1212122846,"Jonny Ken",4
"Profissões",1212130385,"Paulo Silveira",4
"Profissões",3244,"Bluehand",3
"Profissões",1212141891,"Leandro Leite Soares",3
"Profissões",4877,"Marco Gomes",3
"Profissões",1212131200,"Maurício Linhares",3
"Profissões",1212137166,"Roberta Arcoverde",3
"Profissões",1212123564,"Caio Gomes",2
"Profissões",2595,"Eduardo Spohr",2
"Profissões",1212122799,"Fabio Yabu",2
"Profissões",1212135105,"Fernando Reule",2
"Profissões",1212126189,"Flávio Augusto",2
"Profissões",1212123618,"Gustavo Guanabara",2
"Profissões",1212141781,"Mario Souto",2
"Profissões",274,"Tucano",2
"Profissões",1212126386,"Alek",1
"Profissões",1212144035,"Alice Monstrinho",1
"Profissões",1212139638,"Amanda Louzada",1
"Profissões",1212139640,"Américo Fazio",1
"Profissões",1212123847,"André Souza",1
"Profissões",1212122862,"Atila",1
"Profissões",1212126483,"Barbara Russell",1
"Profissões",1212135761,"Beto Neves",1
"Profissões",1212140193,"Butcher Billy",1
"Profissões",1212142478,"Carlos Lazar",1
"Profissões",3325,"Carlos Merigo",1
"Profissões",1212122462,"Carlos Voltor",1
"Profissões",1212135759,"Diego Moreno",1
"Profissões",1212142928,"Edgar Loja Quebra Galho",1
"Profissões",1212126484,"Ernesto Belote",1
"Profissões",1212142450,"Fernando Bravo",1
"Profissões",1212141260,"Flavia Luz",1
"Profissões",1212142927,"Flavia Marcon",1
"Profissões",1212140771,"Flávio Dinão",1
"Profissões",1212144037,"Fred Rubim",1
"Profissões",1212140608,"Gabs Ferreira",1
"Profissões",1212122317,"Gaveta",1
"Profissões",1212143079,"Getúlio Santos",1
"Profissões",1212142811,"Henrique Coronati",1
"Profissões",1212140866,"Herbert Holdefer",1
"Profissões",1212140769,"Igor Gosling",1
"Profissões",1212141466,"João Paulo Beltrão",1
"Profissões",1212142810,"Julio Trajano Rodrigues",1
"Profissões",1212125928,"Ken Fujioka",1
"Profissões",1212142449,"Leandro Castanheira",1
"Profissões",1212137077,"Lito",1
"Profissões",1212140770,"Lucas Cardoso",1
"Profissões",1212135760,"Luizinho Mazzei",1
"Profissões",1212139639,"Luquinhaz",1
"Profissões",1212141467,"Marcia Leite",1
"Profissões",1212126369,"Mauricio Cid",1
"Profissões",1212136384,"Mauricio Taborda",1
"Profissões",1212142902,"Maurício Duboc",1
"Profissões",5035,"Maurício Saldanha",1
"Profissões",1212142611,"Michel Naslavsky",1
"Profissões",1212126499,"Muniz Neto",1
"Profissões",1212135106,"Natália Freitas",1
"Profissões",1212142033,"Nicolas Borsoi",1
"Profissões",1212141465,"Pamela Lopes",1
"Profissões",1212141259,"Pamela Tertuliano",1
"Profissões",1212135137,"Paul H. Paulino",1
"Profissões",1212139590,"Pedro Paulo Silveira",1
"Profissões",1212125942,"Pirula",1
"Profissões",1212144038,"Rafael Calça",1
"Profissões",1212140190,"Rafael Silveira",1
"Profissões",1212141261,"Rafael de Pinho",1
"Profissões",1212143080,"Renato Rampazzo",1
"Profissões",1212141282,"Ricardo di Lazzaro Filho",1
"Profissões",1212140867,"Sarkis Semerdjian",1
"Profissões",1212142901,"Teo Scussel",1
"Profissões",1212140192,"Tito Ferrara",1
"Profissões",1212142893,"Yaso",1
"Publicidade",1212141954,"Camila Sousa",2
"Publicidade",1212141891,"Leandro Leite Soares",2
"Publicidade",1212142585,"Carla Rigonatto",1
"Publicidade",1212142586,"Dafne Parreiras Guimarães",1
"Publicidade",1212142928,"Edgar Loja Quebra Galho",1
"Publicidade",1212142927,"Flavia Marcon",1
"Publicidade",1212126189,"Flávio Augusto",1
"Publicidade",1212124836,"Guga Mafra",1
"Publicidade",1212142811,"Henrique Coronati",1
"Publicidade",1212142810,"Julio Trajano Rodrigues",1
"Publicidade",1212125928,"Ken Fujioka",1
"Publicidade",1212142033,"Nicolas Borsoi",1
"Publicidade",1212141845,"Pedro Duarte",1
"Publicidade",1212139590,"Pedro Paulo Silveira",1
"Publicidade",1212139351,"Pri Ganiko",1
"Publicidade",2003,"Sra. Jovem Nerd",1
"Publicidade",274,"Tucano",1
"Quadrinhos",1212122462,"Carlos Voltor",24
"Quadrinhos",3515,"JP",9
"Quadrinhos",1212139351,"Pri Ganiko",8
"Quadrinhos",1212141954,"Camila Sousa",6
"Quadrinhos",1212122799,"Fabio Yabu",6
"Quadrinhos",1212123226,"Rex",6
"Quadrinhos",274,"Tucano",5
"Quadrinhos",1212141845,"Pedro Duarte",4
"Quadrinhos",1212122795,"Affonso Solano",3
"Quadrinhos",3662,"Android",3
"Quadrinhos",1212122796,"Beto Estrada",3
"Quadrinhos",3508,"Guga Ferrari",3
"Quadrinhos",1212123572,"Lady Lark",3
"Quadrinhos",1212141330,"Tayná Garcia",3
"Quadrinhos",1212122797,"Diogo Braga",2
"Quadrinhos",2595,"Eduardo Spohr",2
"Quadrinhos",1212141859,"Gabriel Avila",2
"Quadrinhos",1212123651,"Hell",2
"Quadrinhos",1212141393,"LOAD",2
"Quadrinhos",1212137936,"Marcelo Bassoli",2
"Quadrinhos",1212122464,"Sr.K",2
"Quadrinhos",3244,"Bluehand",1
"Quadrinhos",326,"Guilherme Briggs",1
"Quadrinhos",1212140265,"Katiucha Barcelos",1
"Quadrinhos",1212122669,"Leonel Caldela",1
"Quadrinhos",1212123033,"Marcelo Forlani",1
"Quadrinhos",1212141753,"Marcelo Pereira",1
"Quadrinhos",4877,"Marco Gomes",1
"Quadrinhos",1212141431,"Renan Pizii",1
"Quadrinhos",1212138704,"Vinícius Schiavini",1
"RPG",1212122462,"Carlos Voltor",19
"RPG",274,"Tucano",15
"RPG",3515,"JP",10
"RPG",1212123226,"Rex",10
"RPG",1212122669,"Leonel Caldela",9
"RPG",2595,"Eduardo Spohr",6
"RPG",3662,"Android",4
"RPG",3244,"Bluehand",2
"RPG",326,"Guilherme Briggs",2
"RPG",1212122465,"Afonso 3d",1
"RPG",1212141446,"Carolina Moraes",1
"RPG",1212141444,"El Baramallo",1
"RPG",1212127694,"Filipe Figueiredo",1
"RPG",1212140472,"Guilherme Desvaldi",1
"RPG",1212140471,"JM Trevisan",1
"RPG",1212140265,"Katiucha Barcelos",1
"RPG",1212138256,"Lierson Mattenhauer",1
"RPG",1212141445,"Meg",1
"RPG",2002,"Portuguesa",1
"RPG",1212122464,"Sr.K",1
"RPG",1212144494,"Wagner Araújo",1
"Retrospectiva",1212141954,"Camila Sousa",2
"Retrospectiva",1212141845,"Pedro Duarte",2
"Retrospectiva",1212143191,"Arthur Eloi",1
"Retrospectiva",3244,"Bluehand",1
"Retrospectiva",1212123502,"Borbs",1
"Retrospectiva",1212122462,"Carlos Voltor",1
"Retrospectiva",1212141859,"Gabriel Avila",1
"Retrospectiva",5035,"Maurício Saldanha",1
"Retrospectiva",1212142827,"Pedro Siqueira",1
"Retrospectiva",1212139351,"Pri Ganiko",1
"Retrospectiva",1212143806,"Priscila Ganiko",1
"Retrospectiva",1212141330,"Tayná Garcia",1
"Star Wars",1212122462,"Carlos Voltor",16
"Star Wars",1212123574,"Henrique Granado",8
"Star Wars",1212137936,"Marcelo Bassoli",8
"Star Wars",2595,"Eduardo Spohr",6
"Star Wars",1212140265,"Katiucha Barcelos",5
"Star Wars",1212123226,"Rex",4
"Star Wars",274,"Tucano",4
"Star Wars",1212133685,"André Gordirro",2
"Star Wars",1212122317,"Gaveta",2
"Star Wars",1212122465,"Afonso 3d",1
"Star Wars",1212141954,"Camila Sousa",1
"Star Wars",1212126308,"David Preti",1
"Star Wars",3508,"Guga Ferrari",1
"Star Wars",326,"Guilherme Briggs",1
"Star Wars",1212142331,"Marcel Campos",1
"Star Wars",1212130299,"Marina Val",1
"Star Wars",309,"Nick Ellis",1
"Star Wars",1212142602,"Pedro Pallotta",1
"Star Wars",1212139351,"Pri Ganiko",1
"Star Wars",1212122464,"Sr.K",1
"Séries",274,"Tucano",34
"Séries",1212122462,"Carlos Voltor",24
"Séries",1212140265,"Katiucha Barcelos",24
"Séries",1212137936,"Marcelo Bassoli",22
"Séries",1212139351,"Pri Ganiko",17
"Séries",1212141954,"Camila Sousa",15
"Séries",1212123226,"Rex",14
"Séries",1212122669,"Leonel Caldela",13
"Séries",2595,"Eduardo Spohr",12
"Séries",1212122795,"Affonso Solano",9
"Séries",3641,"Almôndega",8
"Séries",3515,"JP",8
"Séries",1212141845,"Pedro Duarte",8
"Séries",1212122464,"Sr.K",8
"Séries",1212141859,"Gabriel Avila",7
"Séries",3508,"Guga Ferrari",6
"Séries",1212123564,"Caio Gomes",5
"Séries",1212122799,"Fabio Yabu",5
"Séries",1212141393,"LOAD",5
"Séries",1212141330,"Tayná Garcia",5
"Séries",2002,"Portuguesa",4
"Séries",1212142083,"Gabriel dos Anjos",3
"Séries",1212124836,"Guga Mafra",3
"Séries",309,"Nick Ellis",3
"Séries",1212142082,"Priscila Queiroz",3
"Séries",1212143191,"Arthur Eloi",2
"Séries",1212122796,"Beto Estrada",2
"Séries",1212122797,"Diogo Braga",2
"Séries",4877,"Marco Gomes",2
"Séries",1212130298,"Mau Faccio",2
"Séries",1212141293,"PH Santos",2
"Séries",1212142827,"Pedro Siqueira",2
"Séries",1212122465,"Afonso 3d",1
"Séries",1212141924,"Alan Dubox",1
"Séries",1212123573,"Amigo Imaginário",1
"Séries",3662,"Android",1
"Séries",1212133685,"André Gordirro",1
"Séries",1212130300,"Bruno Gunter",1
"Séries",1212142393,"Buck O Balde",1
"Séries",1212123529,"Cauê Moura",1
"Séries",1212141820,"Daniella Freixo de Faria",1
"Séries",1212142100,"Diego Martinez",1
"Séries",1212134455,"Edu Cavalcante",1
"Séries",1212127694,"Filipe Figueiredo",1
"Séries",1212126249,"Fê Castanhari",1
"Séries",1212122317,"Gaveta",1
"Séries",1212142392,"Giovanni Dud3",1
"Séries",1212142811,"Henrique Coronati",1
"Séries",1212141847,"Ian SBF",1
"Séries",1212142810,"Julio Trajano Rodrigues",1
"Séries",5034,"Jurandir Filho",1
"Séries",1212141891,"Leandro Leite Soares",1
"Séries",1212134456,"Malena",1
"Séries",1212142331,"Marcel Campos",1
"Séries",1212123033,"Marcelo Forlani",1
"Séries",1212130299,"Marina Val",1
"Séries",1212141723,"Mary Joe",1
"Séries",5035,"Maurício Saldanha",1
"Séries",1212139440,"Patrícia Mafra",1
"Séries",1212142602,"Pedro Pallotta",1
"Séries",1212141431,"Renan Pizii",1
"Séries",1212138688,"Rossana Modolin",1
"Séries",2003,"Sra. Jovem Nerd",1
"TV",1212130298,"Mau Faccio",48
"TV",1212143471,"Vitor Rossi",47
"TV",1212141723,"Mary Joe",37
"TV",1212139351,"Pri Ganiko",12
"TV",1212141954,"Camila Sousa",9
"TV",1212122462,"Carlos Voltor",8
"TV",1212141845,"Pedro Duarte",6
"TV",274,"Tucano",6
"TV",3508,"Guga Ferrari",4
"TV",3515,"JP",4
"TV",1212122846,"Jonny Ken",4
"TV",1212141330,"Tayná Garcia",4
"TV",3662,"Android",3
"TV",3244,"Bluehand",3
"TV",2595,"Eduardo Spohr",3
"TV",1212141859,"Gabriel Avila",3
"TV",313,"Cris Dias",2
"TV",1212141891,"Leandro Leite Soares",2
"TV",1212137936,"Marcelo Bassoli",2
"TV",1212131200,"Maurício Linhares",2
"TV",309,"Nick Ellis",2
"TV",1212122464,"Sr.K",2
"TV",3641,"Almôndega",1
"TV",1212123573,"Amigo Imaginário",1
"TV",1212129496,"Ana Arantes",1
"TV",1212123847,"André Souza",1
"TV",1212143191,"Arthur Eloi",1
"TV",1212141820,"Daniella Freixo de Faria",1
"TV",1212144226,"Doug Lira",1
"TV",1212142928,"Edgar Loja Quebra Galho",1
"TV",1212122799,"Fabio Yabu",1
"TV",1212142927,"Flavia Marcon",1
"TV",1212126189,"Flávio Augusto",1
"TV",1212124836,"Guga Mafra",1
"TV",1212144184,"Guilherme Baldi",1
"TV",1212142811,"Henrique Coronati",1
"TV",1212142810,"Julio Trajano Rodrigues",1
"TV",1212140265,"Katiucha Barcelos",1
"TV",1212122952,"Leo Lopes",1
"TV",1212144630,"Leonardo Amaral",1
"TV",1212142331,"Marcel Campos",1
"TV",4877,"Marco Gomes",1
"TV",1212141781,"Mario Souto",1
"TV",1212142611,"Michel Naslavsky",1
"TV",1212130385,"Paulo Silveira",1
"TV",1212142602,"Pedro Pallotta",1
"TV",1212142827,"Pedro Siqueira",1
"TV",2002,"Portuguesa",1
"TV",1212144269,"Rafael Pimenta",1
"TV",1212141282,"Ricardo di Lazzaro Filho",1
"TV",2003,"Sra. Jovem Nerd",1
"TV",1212142893,"Yaso",1
"Tecnologia",1212130385,"Paulo Silveira",75
"Tecnologia",1212131200,"Maurício Linhares",64
"Tecnologia",1212137166,"Roberta Arcoverde",31
"Tecnologia",1212141781,"Mario Souto",14
"Tecnologia",1212130386,"Sérgio Lopes",14
"Tecnologia",1212122862,"Atila",11
"Tecnologia",3244,"Bluehand",10
"Tecnologia",1212137796,"André Breves",9
"Tecnologia",1212123564,"Caio Gomes",9
"Tecnologia",1212133869,"Guilherme Silveira",7
"Tecnologia",4877,"Marco Gomes",7
"Tecnologia",309,"Nick Ellis",7
"Tecnologia",1212122846,"Jonny Ken",6
"Tecnologia",1212123847,"André Souza",5
"Tecnologia",1212141891,"Leandro Leite Soares",5
"Tecnologia",1212122463,"Cardoso",4
"Tecnologia",313,"Cris Dias",3
"Tecnologia",1212140606,"Mila Laranjeira",3
"Tecnologia",1212123579,"Bia Kunze",2
"Tecnologia",2595,"Eduardo Spohr",2
"Tecnologia",1212142331,"Marcel Campos",2
"Tecnologia",1212139351,"Pri Ganiko",2
"Tecnologia",1212141330,"Tayná Garcia",2
"Tecnologia",274,"Tucano",2
"Tecnologia",1212124682,"Vinícius K-Max",2
"Tecnologia",1212139782,"Yasodara Córdova",2
"Tecnologia",1212126386,"Alek",1
"Tecnologia",1212138289,"Aline Carvalho",1
"Tecnologia",1212141391,"André Fatala",1
"Tecnologia",1212141278,"Bruno Gouveia",1
"Tecnologia",1212129333,"Camila Laranjeira",1
"Tecnologia",1212141954,"Camila Sousa",1
"Tecnologia",1212138353,"Carlos Candido",1
"Tecnologia",3325,"Carlos Merigo",1
"Tecnologia",1212141597,"Diego Kerber",1
"Tecnologia",1212143892,"Dr. Wagner Sanchez",1
"Tecnologia",1212142928,"Edgar Loja Quebra Galho",1
"Tecnologia",1212140667,"Edu Giansante",1
"Tecnologia",1212131199,"Fabrizio Carraro",1
"Tecnologia",1212140666,"Fabrício Carraro",1
"Tecnologia",1212142450,"Fernando Bravo",1
"Tecnologia",1212135105,"Fernando Reule",1
"Tecnologia",1212140417,"Filipe Deschamps",1
"Tecnologia",1212142927,"Flavia Marcon",1
"Tecnologia",1212143255,"Flávia Beó",1
"Tecnologia",1212126189,"Flávio Augusto",1
"Tecnologia",1212122317,"Gaveta",1
"Tecnologia",1212143079,"Getúlio Santos",1
"Tecnologia",1212124836,"Guga Mafra",1
"Tecnologia",1212137167,"Guilherme Camillo",1
"Tecnologia",1212138174,"Guilherme Novaes",1
"Tecnologia",1212141598,"Gustavo Ferrarezi",1
"Tecnologia",1212142811,"Henrique Coronati",1
"Tecnologia",1212140979,"Igor Santos",1
"Tecnologia",1212142810,"Julio Trajano Rodrigues",1
"Tecnologia",5034,"Jurandir Filho",1
"Tecnologia",1212142449,"Leandro Castanheira",1
"Tecnologia",1212122952,"Leo Lopes",1
"Tecnologia",1212143709,"Leonardo Balter",1
"Tecnologia",1212136677,"Loic",1
"Tecnologia",1212138348,"Luciano Reis",1
"Tecnologia",1212138352,"Luisnei Martini",1
"Tecnologia",1212144523,"Marcio Lena",1
"Tecnologia",1212142177,"Maristela Mendonça",1
"Tecnologia",1212138351,"Mau Maker",1
"Tecnologia",1212142902,"Maurício Duboc",1
"Tecnologia",1212142611,"Michel Naslavsky",1
"Tecnologia",1212143254,"Murilo Zanini de Carvalho",1
"Tecnologia",1212142033,"Nicolas Borsoi",1
"Tecnologia",1212141689,"Otto Heringer",1
"Tecnologia",1212141596,"Patife",1
"Tecnologia",1212142217,"Pedro Alvim",1
"Tecnologia",1212141845,"Pedro Duarte",1
"Tecnologia",1212142602,"Pedro Pallotta",1
"Tecnologia",1212139590,"Pedro Paulo Silveira",1
"Tecnologia",1212143893,"Rafaella Ballerini",1
"Tecnologia",1212143080,"Renato Rampazzo",1
"Tecnologia",1212140486,"Renoir dos Reis",1
"Tecnologia",1212138349,"Ricardo Cappra",1
"Tecnologia",1212141282,"Ricardo di Lazzaro Filho",1
"Tecnologia",1212138350,"Rita Wuu",1
"Tecnologia",1212141243,"Rodrigo Dantas",1
"Tecnologia",1212122464,"Sr.K",1
"Tecnologia",1212138354,"Sylvia Anjos",1
"Tecnologia",1212141392,"Talita Paschoini",1
"Tecnologia",1212142901,"Teo Scussel",1
"Tecnologia",1212139553,"Thiago Bisewski",1
"Tecnologia",1212141081,"Vitor Pamplona",1
"Tecnologia",1212140607,"Vivi",1
"Tecnologia",1212143891,"Winna Zansavio",1
"Tecnologia",1212142893,"Yaso",1
"Teoria da Conspiração",3244,"Bluehand",6
"Teoria da Conspiração",274,"Tucano",5
"Teoria da Conspiração",1212122465,"Afonso 3d",4
"Teoria da Conspiração",2595,"Eduardo Spohr",3
"Teoria da Conspiração",1212141954,"Camila Sousa",2
"Teoria da Conspiração",1212127694,"Filipe Figueiredo",1
"Teoria da Conspiração",3515,"JP",1
"Teoria da Conspiração",1212142331,"Marcel Campos",1
"Teoria da Conspiração",4877,"Marco Gomes",1
"Teoria da Conspiração",1212131200,"Maurício Linhares",1
"Teoria da Conspiração",1212141845,"Pedro Duarte",1
"Teoria da Conspiração",1212142602,"Pedro Pallotta",1
"Teoria da Conspiração",1212139351,"Pri Ganiko",1
"Teoria da Conspiração",1212141330,"Tayná Garcia",1
"Teoria da Conspiração",1212142893,"Yaso",1
"Terror",3244,"Bluehand",2
"Terror",1212122462,"Carlos Voltor",2
"Terror",1212141924,"Alan Dubox",1
"Terror",1212141954,"Camila Sousa",1
"Terror",1212140052,"Cesar Gaglioni",1
"Terror",3448,"Dubox",1
"Terror",3515,"JP",1
"Terror",1212138671,"Lyna",1
"Terror",1212130298,"Mau Faccio",1
"Terror",1212140172,"Max Valarezo",1
"Terror",1212141293,"PH Santos",1
"Terror",2002,"Portuguesa",1
"Terror",1212139351,"Pri Ganiko",1
"Terror",1212142073,"Rafael Quina",1
"Terror",2003,"Sra. Jovem Nerd",1
"Terror",1212141330,"Tayná Garcia",1
"Terror",274,"Tucano",1
"Trabalho",1212141891,"Leandro Leite Soares",11
"Trabalho",4877,"Marco Gomes",5
"Trabalho",1212131200,"Maurício Linhares",5
"Trabalho",1212130385,"Paulo Silveira",4
"Trabalho",1212122464,"Sr.K",4
"Trabalho",1212137166,"Roberta Arcoverde",3
"Trabalho",1212135105,"Fernando Reule",2
"Trabalho",1212126189,"Flávio Augusto",2
"Trabalho",1212124836,"Guga Mafra",2
"Trabalho",1212141781,"Mario Souto",2
"Trabalho",1212141845,"Pedro Duarte",2
"Trabalho",274,"Tucano",2
"Trabalho",1212141924,"Alan Dubox",1
"Trabalho",1212142302,"Ana Carina",1
"Trabalho",1212142066,"Andre Racz",1
"Trabalho",1212142065,"André Gomes",1
"Trabalho",1212138903,"Bernardo Warman",1
"Trabalho",1212123564,"Caio Gomes",1
"Trabalho",1212141954,"Camila Sousa",1
"Trabalho",1212141105,"Delcio Gomes",1
"Trabalho",1212142928,"Edgar Loja Quebra Galho",1
"Trabalho",1212140667,"Edu Giansante",1
"Trabalho",2595,"Eduardo Spohr",1
"Trabalho",1212140666,"Fabrício Carraro",1
"Trabalho",1212142137,"Fabrício Garcia",1
"Trabalho",1212142450,"Fernando Bravo",1
"Trabalho",1212142927,"Flavia Marcon",1
"Trabalho",1212137167,"Guilherme Camillo",1
"Trabalho",1212142811,"Henrique Coronati",1
"Trabalho",1212141996,"Isabel Cristina Santos Ferreira",1
"Trabalho",3515,"JP",1
"Trabalho",1212142091,"Jairo Rosenhek",1
"Trabalho",1212142810,"Julio Trajano Rodrigues",1
"Trabalho",1212142449,"Leandro Castanheira",1
"Trabalho",1212138901,"Leandro Ibraim",1
"Trabalho",1212142463,"Lua",1
"Trabalho",1212142331,"Marcel Campos",1
"Trabalho",1212125950,"Marcela Versiani",1
"Trabalho",1212142177,"Maristela Mendonça",1
"Trabalho",1212141723,"Mary Joe",1
"Trabalho",1212142055,"Maurici Pinto Oliveira",1
"Trabalho",1212142902,"Maurício Duboc",1
"Trabalho",1212142033,"Nicolas Borsoi",1
"Trabalho",1212139440,"Patrícia Mafra",1
"Trabalho",1212142217,"Pedro Alvim",1
"Trabalho",1212142602,"Pedro Pallotta",1
"Trabalho",1212139590,"Pedro Paulo Silveira",1
"Trabalho",1212141987,"Peter",1
"Trabalho",1212139351,"Pri Ganiko",1
"Trabalho",1212123226,"Rex",1
"Trabalho",1212138902,"Ricardo Biriba",1
"Trabalho",1212141997,"Rodrigo Antonio Bós Vidal",1
"Trabalho",1212123647,"Rogério Bonfim",1
"Trabalho",1212138688,"Rossana Modolin",1
"Trabalho",1212142303,"Silvia Andrade Machado",1
"Trabalho",2003,"Sra. Jovem Nerd",1
"Trabalho",1212142901,"Teo Scussel",1
"Trabalho",1212142376,"Tonico",1
"Trabalho",1212142607,"Viviane Bellini",1
"Trabalho",1212142893,"Yaso",1
"Viagens",2002,"Portuguesa",12
"Viagens",1212122464,"Sr.K",10
"Viagens",1212124836,"Guga Mafra",7
"Viagens",274,"Tucano",5
"Viagens",2003,"Sra. Jovem Nerd",4
"Viagens",1212141845,"Pedro Duarte",3
"Viagens",1212139351,"Pri Ganiko",3
"Viagens",3641,"Almôndega",2
"Viagens",1212123847,"André Souza",2
"Viagens",1212141954,"Camila Sousa",2
"Viagens",1212137030,"Carlinhos Troll",2
"Viagens",1212126308,"David Preti",2
"Viagens",2595,"Eduardo Spohr",2
"Viagens",1212141330,"Tayná Garcia",2
"Viagens",1212141924,"Alan Dubox",1
"Viagens",1212123573,"Amigo Imaginário",1
"Viagens",1212141887,"Azaghal",1
"Viagens",1212126483,"Barbara Russell",1
"Viagens",3244,"Bluehand",1
"Viagens",1212140959,"Camilota",1
"Viagens",3448,"Dubox",1
"Viagens",1212142928,"Edgar Loja Quebra Galho",1
"Viagens",1212139552,"Emilio Dantas",1
"Viagens",1212135105,"Fernando Reule",1
"Viagens",1212142927,"Flavia Marcon",1
"Viagens",1212126189,"Flávio Augusto",1
"Viagens",1212126568,"Gui Leite",1
"Viagens",3515,"JP",1
"Viagens",1212142053,"Jovem Nerd",1
"Viagens",1212144744,"Julia Naara Bachmann",1
"Viagens",1212141891,"Leandro Leite Soares",1
"Viagens",1212127968,"Leon Martins",1
"Viagens",1212138256,"Lierson Mattenhauer",1
"Viagens",1212142463,"Lua",1
"Viagens",1212142331,"Marcel Campos",1
"Viagens",1212141781,"Mario Souto",1
"Viagens",1212141723,"Mary Joe",1
"Viagens",1212126369,"Mauricio Cid",1
"Viagens",1212142902,"Maurício Duboc",1
"Viagens",1212131200,"Maurício Linhares",1
"Viagens",1212142033,"Nicolas Borsoi",1
"Viagens",1212127967,"Nilce Moretto",1
"Viagens",1212130385,"Paulo Silveira",1
"Viagens",1212142602,"Pedro Pallotta",1
"Viagens",1212139590,"Pedro Paulo Silveira",1
"Viagens",1212141987,"Peter",1
"Viagens",1212144743,"Rafa Maciel",1
"Viagens",1212134651,"Renata Primavera",1
"Viagens",1212137415,"Talita Ribeiro",1
"Viagens",1212142901,"Teo Scussel",1
"Viagens",1212141331,"Thiago Romariz",1
