"ano","product","idGuest","convidado","total"
2018,"nerdlab",1212122862,"Atila",1
2018,"nerdlab",1212138353,"Carlos Candido",1
2018,"nerdlab",1212138348,"Luciano Reis",1
2018,"nerdlab",1212138352,"Luisnei Martini",1
2018,"nerdlab",1212138351,"Mau Maker",1
2018,"nerdlab",1212138349,"Ricardo Cappra",1
2018,"nerdlab",1212138350,"Rita Wuu",1
2018,"nerdlab",1212138354,"Sylvia Anjos",1
2018,"nerdtech",1212131200,"Maurício Linhares",11
2018,"nerdtech",1212130385,"Paulo Silveira",11
2018,"nerdtech",1212137796,"André Breves",3
2018,"nerdtech",1212122862,"Atila",1
2018,"nerdtech",1212124836,"Guga Mafra",1
2018,"nerdtech",1212137166,"Roberta Arcoverde",1
2018,"nerdtech",1212130386,"Sérgio Lopes",1
2018,"nerdtech",1212139553,"Thiago Bisewski",1
2018,"speak-english",1212138688,"Rossana Modolin",7
2018,"speak-english",1212124836,"Guga Mafra",2
2018,"speak-english",1212139440,"Patrícia Mafra",2
2018,"speak-english",1212138286,"Sérgio Barreto",2
2018,"speak-english",1212122795,"Affonso Solano",1
2018,"speak-english",1212122462,"Carlos Voltor",1
2018,"speak-english",326,"Guilherme Briggs",1
2018,"speak-english",1212140055,"Sérgio Cantu",1
2019,"empreendedor",1212126189,"Flávio Augusto",12
2019,"empreendedor",1212140792,"Leo Bossan",1
2019,"empreendedor",4877,"Marco Gomes",1
2019,"empreendedor",1212140599,"Renata Moraes Vichi",1
2019,"empreendedor",1212140706,"Thiago Nigro",1
2019,"nerdcash",1212139216,"Vinícius Fuzikawa",11
2019,"nerdcash",1212139590,"Pedro Paulo Silveira",6
2019,"nerdcash",1212140324,"Ian Palanowski",4
2019,"nerdcash",1212140088,"Nicholas Kawasaki",3
2019,"nerdcash",1212140251,"Ross",3
2019,"nerdcash",1212122464,"Sr.K",3
2019,"nerdcash",1212127694,"Filipe Figueiredo",2
2019,"nerdcash",1212139741,"Leandro De Checchi",2
2019,"nerdcash",1212140627,"Bruna Sene",1
2019,"nerdcash",1212140352,"Marcelo Missioneiro",1
2019,"nerdcast",274,"Tucano",24
2019,"nerdcast",1212122669,"Leonel Caldela",13
2019,"nerdcast",1212137936,"Marcelo Bassoli",11
2019,"nerdcast",1212122462,"Carlos Voltor",10
2019,"nerdcast",1212123564,"Caio Gomes",8
2019,"nerdcast",2595,"Eduardo Spohr",8
2019,"nerdcast",1212123226,"Rex",8
2019,"nerdcast",1212122862,"Atila",7
2019,"nerdcast",1212140265,"Katiucha Barcelos",7
2019,"nerdcast",1212122795,"Affonso Solano",6
2019,"nerdcast",3515,"JP",6
2019,"nerdcast",1212122464,"Sr.K",6
2019,"nerdcast",1212127694,"Filipe Figueiredo",4
2019,"nerdcast",1212138478,"Leila",4
2019,"nerdcast",1212138256,"Lierson Mattenhauer",4
2019,"nerdcast",2002,"Portuguesa",4
2019,"nerdcast",1212123847,"André Souza",3
2019,"nerdcast",1212124836,"Guga Mafra",3
2019,"nerdcast",1212139351,"Pri Ganiko",3
2019,"nerdcast",1212138572,"Altay Souza",2
2019,"nerdcast",1212122796,"Beto Estrada",2
2019,"nerdcast",1212140172,"Max Valarezo",2
2019,"nerdcast",1212140606,"Mila Laranjeira",2
2019,"nerdcast",2003,"Sra. Jovem Nerd",2
2019,"nerdcast",1212140607,"Vivi",2
2019,"nerdcast",1212129496,"Ana Arantes",1
2019,"nerdcast",1212140392,"Bruno Hiago",1
2019,"nerdcast",1212140193,"Butcher Billy",1
2019,"nerdcast",1212140284,"César Machado",1
2019,"nerdcast",1212140683,"Daniel John Furuno",1
2019,"nerdcast",1212140597,"Danilo Muller",1
2019,"nerdcast",1212122797,"Diogo Braga",1
2019,"nerdcast",1212138690,"Erick Carvalho",1
2019,"nerdcast",1212140596,"Everaldo Marques",1
2019,"nerdcast",1212140771,"Flávio Dinão",1
2019,"nerdcast",1212125499,"Gabriel Dread",1
2019,"nerdcast",1212140472,"Guilherme Desvaldi",1
2019,"nerdcast",1212140769,"Igor Gosling",1
2019,"nerdcast",1212140107,"Ivys Urquiza",1
2019,"nerdcast",1212140471,"JM Trevisan",1
2019,"nerdcast",5034,"Jurandir Filho",1
2019,"nerdcast",1212140266,"Juzão",1
2019,"nerdcast",1212122952,"Leo Lopes",1
2019,"nerdcast",1212140770,"Lucas Cardoso",1
2019,"nerdcast",1212139639,"Luquinhaz",1
2019,"nerdcast",1212130299,"Marina Val",1
2019,"nerdcast",1212125942,"Pirula",1
2019,"nerdcast",1212140190,"Rafael Silveira",1
2019,"nerdcast",1212140285,"Reinaldo José Lopes",1
2019,"nerdcast",1212140812,"Ronald Kyrmse",1
2019,"nerdcast",1212126050,"Sérgio Sacani",1
2019,"nerdcast",1212140192,"Tito Ferrara",1
2019,"nerdcast",1212139782,"Yasodara Córdova",1
2019,"nerdtech",1212130385,"Paulo Silveira",12
2019,"nerdtech",1212131200,"Maurício Linhares",9
2019,"nerdtech",1212137166,"Roberta Arcoverde",5
2019,"nerdtech",1212137796,"André Breves",2
2019,"nerdtech",1212122862,"Atila",1
2019,"nerdtech",1212140667,"Edu Giansante",1
2019,"nerdtech",1212140666,"Fabrício Carraro",1
2019,"nerdtech",1212140417,"Filipe Deschamps",1
2019,"nerdtech",1212140608,"Gabs Ferreira",1
2019,"nerdtech",1212133869,"Guilherme Silveira",1
2019,"nerdtech",1212140606,"Mila Laranjeira",1
2019,"nerdtech",1212140486,"Renoir dos Reis",1
2019,"speak-english",1212138688,"Rossana Modolin",10
2019,"speak-english",1212124836,"Guga Mafra",7
2019,"speak-english",1212138478,"Leila",1
2019,"speak-english",1212139440,"Patrícia Mafra",1
2019,"speak-english",2002,"Portuguesa",1
2019,"speak-english",274,"Tucano",1
2020,"empreendedor",1212126189,"Flávio Augusto",11
2020,"empreendedor",1212123847,"André Souza",1
2020,"empreendedor",1212141431,"Renan Pizii",1
2020,"empreendedor",1212141316,"Rogerio Betti",1
2020,"empreendedor",1212141111,"Saulo",1
2020,"generacast",1212141282,"Ricardo di Lazzaro Filho",3
2020,"generacast",1212141512,"Antonio Sérgio Kimus Braz",1
2020,"generacast",1212122862,"Atila",1
2020,"generacast",1212125942,"Pirula",1
2020,"nerdcash",1212139216,"Vinícius Fuzikawa",12
2020,"nerdcash",1212139590,"Pedro Paulo Silveira",9
2020,"nerdcash",1212141199,"Gilson Finkelsztain",1
2020,"nerdcash",1212139063,"João Ferreira",1
2020,"nerdcash",1212133328,"Nathalia Arcuri",1
2020,"nerdcash",1212140088,"Nicholas Kawasaki",1
2020,"nerdcash",1212140251,"Ross",1
2020,"nerdcash",1212122464,"Sr.K",1
2020,"nerdcast",274,"Tucano",21
2020,"nerdcast",2595,"Eduardo Spohr",9
2020,"nerdcast",1212122464,"Sr.K",9
2020,"nerdcast",1212127694,"Filipe Figueiredo",7
2020,"nerdcast",3515,"JP",7
2020,"nerdcast",1212122862,"Atila",6
2020,"nerdcast",1212124836,"Guga Mafra",6
2020,"nerdcast",1212123564,"Caio Gomes",5
2020,"nerdcast",1212137936,"Marcelo Bassoli",5
2020,"nerdcast",2002,"Portuguesa",5
2020,"nerdcast",1212123847,"André Souza",4
2020,"nerdcast",1212122462,"Carlos Voltor",4
2020,"nerdcast",1212123226,"Rex",4
2020,"nerdcast",1212122795,"Affonso Solano",3
2020,"nerdcast",1212138572,"Altay Souza",3
2020,"nerdcast",1212140265,"Katiucha Barcelos",3
2020,"nerdcast",1212122669,"Leonel Caldela",3
2020,"nerdcast",1212138256,"Lierson Mattenhauer",3
2020,"nerdcast",1212141184,"Ale Santos",2
2020,"nerdcast",1212139640,"Américo Fazio",2
2020,"nerdcast",1212129496,"Ana Arantes",2
2020,"nerdcast",1212137030,"Carlinhos Troll",2
2020,"nerdcast",1212122317,"Gaveta",2
2020,"nerdcast",1212141393,"LOAD",2
2020,"nerdcast",1212138478,"Leila",2
2020,"nerdcast",1212125950,"Marcela Versiani",2
2020,"nerdcast",4877,"Marco Gomes",2
2020,"nerdcast",1212141033,"Tiago Abravanel",2
2020,"nerdcast",1212141244,"Ale Ferreira",1
2020,"nerdcast",1212140884,"Aline Diniz",1
2020,"nerdcast",3641,"Almôndega",1
2020,"nerdcast",1212141185,"Andreza Delgado",1
2020,"nerdcast",1212133984,"Barbara Gutierrez",1
2020,"nerdcast",1212141278,"Bruno Gouveia",1
2020,"nerdcast",1212140959,"Camilota",1
2020,"nerdcast",1212141446,"Carolina Moraes",1
2020,"nerdcast",1212126308,"David Preti",1
2020,"nerdcast",1212122797,"Diogo Braga",1
2020,"nerdcast",1212141444,"El Baramallo",1
2020,"nerdcast",1212141260,"Flavia Luz",1
2020,"nerdcast",1212140866,"Herbert Holdefer",1
2020,"nerdcast",1212141404,"Iberê",1
2020,"nerdcast",1212141466,"João Paulo Beltrão",1
2020,"nerdcast",1212130384,"Lucas Radaelli",1
2020,"nerdcast",1212141549,"Luciano Inada",1
2020,"nerdcast",1212124811,"Marcelinho",1
2020,"nerdcast",1212141467,"Marcia Leite",1
2020,"nerdcast",1212130298,"Mau Faccio",1
2020,"nerdcast",1212126369,"Mauricio Cid",1
2020,"nerdcast",1212136384,"Mauricio Taborda",1
2020,"nerdcast",1212140172,"Max Valarezo",1
2020,"nerdcast",1212141445,"Meg",1
2020,"nerdcast",1212140883,"Michel Arouca",1
2020,"nerdcast",1212141293,"PH Santos",1
2020,"nerdcast",1212141465,"Pamela Lopes",1
2020,"nerdcast",1212141259,"Pamela Tertuliano",1
2020,"nerdcast",1212139440,"Patrícia Mafra",1
2020,"nerdcast",1212141261,"Rafael de Pinho",1
2020,"nerdcast",1212141511,"Ricardo Alexandre",1
2020,"nerdcast",1212140867,"Sarkis Semerdjian",1
2020,"nerdcast",1212141157,"Schaeppi",1
2020,"nerdcast",2003,"Sra. Jovem Nerd",1
2020,"nerdcast",1212141156,"Takeshi",1
2020,"nerdcast",1212141330,"Tayná Garcia",1
2020,"nerdcast",1212141331,"Thiago Romariz",1
2020,"nerdcast",1212141523,"Ynaê Lopes dos Santos",1
2020,"nerdtech",1212130385,"Paulo Silveira",12
2020,"nerdtech",1212137166,"Roberta Arcoverde",10
2020,"nerdtech",1212131200,"Maurício Linhares",9
2020,"nerdtech",1212122862,"Atila",2
2020,"nerdtech",1212133869,"Guilherme Silveira",2
2020,"nerdtech",1212137796,"André Breves",1
2020,"nerdtech",1212141391,"André Fatala",1
2020,"nerdtech",1212141278,"Bruno Gouveia",1
2020,"nerdtech",1212140979,"Igor Santos",1
2020,"nerdtech",1212141243,"Rodrigo Dantas",1
2020,"nerdtech",1212141392,"Talita Paschoini",1
2020,"nerdtech",1212141081,"Vitor Pamplona",1
2020,"speak-english",1212124836,"Guga Mafra",7
2020,"speak-english",1212138688,"Rossana Modolin",4
2020,"speak-english",1212123847,"André Souza",2
2020,"speak-english",1212141105,"Delcio Gomes",1
2020,"speak-english",1212135105,"Fernando Reule",1
2020,"speak-english",1212137167,"Guilherme Camillo",1
2020,"speak-english",3515,"JP",1
2020,"speak-english",1212125950,"Marcela Versiani",1
2020,"speak-english",1212137936,"Marcelo Bassoli",1
2020,"speak-english",1212131200,"Maurício Linhares",1
2020,"speak-english",1212139440,"Patrícia Mafra",1
2020,"speak-english",2002,"Portuguesa",1
2020,"speak-english",1212137166,"Roberta Arcoverde",1
2020,"speak-english",2003,"Sra. Jovem Nerd",1
2021,"caneca-de-mamicas",1212141723,"Mary Joe",13
2021,"caneca-de-mamicas",1212141924,"Alan Dubox",5
2021,"caneca-de-mamicas",1212141820,"Daniella Freixo de Faria",4
2021,"caneca-de-mamicas",1212124836,"Guga Mafra",4
2021,"caneca-de-mamicas",1212122798,"Francine Gladulich",3
2021,"caneca-de-mamicas",3641,"Almôndega",2
2021,"caneca-de-mamicas",1212141988,"Amelia Molino",2
2021,"caneca-de-mamicas",1212122799,"Fabio Yabu",2
2021,"caneca-de-mamicas",1212141947,"Fernanda Lehrer",2
2021,"caneca-de-mamicas",1212141987,"Peter",2
2021,"caneca-de-mamicas",1212142073,"Rafael Quina",2
2021,"caneca-de-mamicas",1212141842,"Tina Menna",2
2021,"caneca-de-mamicas",1212126483,"Barbara Russell",1
2021,"caneca-de-mamicas",1212142131,"Carolina Andrade",1
2021,"caneca-de-mamicas",1212142130,"Flavia Calina",1
2021,"caneca-de-mamicas",1212141260,"Flavia Luz",1
2021,"caneca-de-mamicas",1212122317,"Gaveta",1
2021,"caneca-de-mamicas",1212141812,"João Victor Guilherme",1
2021,"caneca-de-mamicas",1212138256,"Lierson Mattenhauer",1
2021,"caneca-de-mamicas",1212141867,"Luiza Trajano",1
2021,"caneca-de-mamicas",1212141894,"Marcela Soares",1
2021,"caneca-de-mamicas",1212141895,"Marina Freire",1
2021,"caneca-de-mamicas",1212139440,"Patrícia Mafra",1
2021,"caneca-de-mamicas",1212141785,"Priscila Gama",1
2021,"caneca-de-mamicas",1212141801,"Sidney Magal",1
2021,"empreendedor",1212126189,"Flávio Augusto",10
2021,"empreendedor",1212141736,"Eduardo Galanternick",1
2021,"empreendedor",1212141810,"Hendel Favarin",1
2021,"empreendedor",1212142071,"Kiko Reis",1
2021,"empreendedor",1212142009,"Marcelo Fadul",1
2021,"empreendedor",1212130385,"Paulo Silveira",1
2021,"extra",3641,"Almôndega",3
2021,"extra",1212142083,"Gabriel dos Anjos",3
2021,"extra",1212142082,"Priscila Queiroz",3
2021,"extra",1212142066,"Andre Racz",1
2021,"extra",1212142065,"André Gomes",1
2021,"extra",1212123564,"Caio Gomes",1
2021,"extra",1212142100,"Diego Martinez",1
2021,"extra",1212141619,"Francisco Yamauti",1
2021,"extra",1212141729,"Gabriel Comicholi",1
2021,"extra",3515,"JP",1
2021,"extra",1212141730,"Jucival Fernandes",1
2021,"extra",1212122669,"Leonel Caldela",1
2021,"extra",1212138256,"Lierson Mattenhauer",1
2021,"extra",1212123033,"Marcelo Forlani",1
2021,"extra",1212141621,"Paula Nobre",1
2021,"extra",1212141845,"Pedro Duarte",1
2021,"extra",1212141431,"Renan Pizii",1
2021,"extra",1212122464,"Sr.K",1
2021,"extra",1212141618,"Thalita Lefer",1
2021,"extra",274,"Tucano",1
2021,"generacast",1212141282,"Ricardo di Lazzaro Filho",4
2021,"generacast",1212141605,"Amanda Atanes Buss",1
2021,"generacast",1212141768,"Cibele Fabichak",1
2021,"generacast",1212141606,"Débora Atanes",1
2021,"generacast",1212141846,"Marcelo Alves Mori",1
2021,"generacast",1212141689,"Otto Heringer",1
2021,"generacast",1212141769,"Rita Wu",1
2021,"la-do-bunker",1212139351,"Pri Ganiko",24
2021,"la-do-bunker",1212141845,"Pedro Duarte",21
2021,"la-do-bunker",1212141330,"Tayná Garcia",13
2021,"la-do-bunker",1212141859,"Gabriel Avila",9
2021,"la-do-bunker",1212141954,"Camila Sousa",6
2021,"la-do-bunker",1212130299,"Marina Val",3
2021,"la-do-bunker",1212142053,"Jovem Nerd",2
2021,"la-do-bunker",1212141887,"Azaghal",1
2021,"nerdcash",1212139590,"Pedro Paulo Silveira",12
2021,"nerdcash",1212142033,"Nicolas Borsoi",3
2021,"nerdcash",1212123564,"Caio Gomes",1
2021,"nerdcash",1212141683,"Caroline Souza",1
2021,"nerdcash",1212141682,"Kaká Furlan",1
2021,"nerdcash",1212122464,"Sr.K",1
2021,"nerdcash",1212139216,"Vinícius Fuzikawa",1
2021,"nerdcast",1212140265,"Katiucha Barcelos",17
2021,"nerdcast",274,"Tucano",17
2021,"nerdcast",1212137936,"Marcelo Bassoli",15
2021,"nerdcast",1212122462,"Carlos Voltor",13
2021,"nerdcast",1212122464,"Sr.K",12
2021,"nerdcast",2595,"Eduardo Spohr",8
2021,"nerdcast",1212123564,"Caio Gomes",5
2021,"nerdcast",1212127694,"Filipe Figueiredo",5
2021,"nerdcast",3515,"JP",5
2021,"nerdcast",1212122669,"Leonel Caldela",5
2021,"nerdcast",1212123226,"Rex",5
2021,"nerdcast",1212124836,"Guga Mafra",4
2021,"nerdcast",1212129496,"Ana Arantes",3
2021,"nerdcast",1212141393,"LOAD",3
2021,"nerdcast",1212141293,"PH Santos",3
2021,"nerdcast",1212141845,"Pedro Duarte",3
2021,"nerdcast",2002,"Portuguesa",3
2021,"nerdcast",1212122465,"Afonso 3d",2
2021,"nerdcast",3641,"Almôndega",2
2021,"nerdcast",1212138572,"Altay Souza",2
2021,"nerdcast",1212123847,"André Souza",2
2021,"nerdcast",1212138256,"Lierson Mattenhauer",2
2021,"nerdcast",1212141723,"Mary Joe",2
2021,"nerdcast",1212130298,"Mau Faccio",2
2021,"nerdcast",2003,"Sra. Jovem Nerd",2
2021,"nerdcast",1212142125,"Amora Bettany",1
2021,"nerdcast",1212123529,"Cauê Moura",1
2021,"nerdcast",1212141591,"Claudia Chow",1
2021,"nerdcast",1212141597,"Diego Kerber",1
2021,"nerdcast",1212141736,"Eduardo Galanternick",1
2021,"nerdcast",1212142123,"Eliana Dib",1
2021,"nerdcast",1212139552,"Emilio Dantas",1
2021,"nerdcast",1212122799,"Fabio Yabu",1
2021,"nerdcast",1212135105,"Fernando Reule",1
2021,"nerdcast",1212125499,"Gabriel Dread",1
2021,"nerdcast",1212122317,"Gaveta",1
2021,"nerdcast",1212141598,"Gustavo Ferrarezi",1
2021,"nerdcast",1212141847,"Ian SBF",1
2021,"nerdcast",1212141871,"Juliana Vieira",1
2021,"nerdcast",1212142010,"Lucas Inutilismo",1
2021,"nerdcast",1212141968,"Lucas de Carli",1
2021,"nerdcast",1212124811,"Marcelinho",1
2021,"nerdcast",1212141753,"Marcelo Pereira",1
2021,"nerdcast",1212141628,"Marianna Soter",1
2021,"nerdcast",1212140172,"Max Valarezo",1
2021,"nerdcast",1212141830,"Márcia Jamille",1
2021,"nerdcast",1212141944,"Neide Barros",1
2021,"nerdcast",1212141596,"Patife",1
2021,"nerdcast",1212141588,"Paulo Cuenca",1
2021,"nerdcast",1212130385,"Paulo Silveira",1
2021,"nerdcast",1212142124,"Pedro Medeiros",1
2021,"nerdcast",1212139351,"Pri Ganiko",1
2021,"nerdcast",1212141511,"Ricardo Alexandre",1
2021,"nerdcast",1212137166,"Roberta Arcoverde",1
2021,"nerdcast",1212138688,"Rossana Modolin",1
2021,"nerdcast",1212142126,"Thaís Weiller",1
2021,"nerdcast",1212142118,"Thedy Corrêa",1
2021,"nerdcast",1212141331,"Thiago Romariz",1
2021,"nerdtech",1212130385,"Paulo Silveira",12
2021,"nerdtech",1212131200,"Maurício Linhares",11
2021,"nerdtech",1212137166,"Roberta Arcoverde",11
2021,"nerdtech",1212141781,"Mario Souto",4
2021,"nerdtech",1212137796,"André Breves",1
2021,"nerdtech",1212133869,"Guilherme Silveira",1
2021,"nerdtech",4877,"Marco Gomes",1
2021,"papo-de-parceiro",1212141891,"Leandro Leite Soares",5
2021,"papo-de-parceiro",1212142137,"Fabrício Garcia",1
2021,"papo-de-parceiro",1212141996,"Isabel Cristina Santos Ferreira",1
2021,"papo-de-parceiro",1212142091,"Jairo Rosenhek",1
2021,"papo-de-parceiro",1212142055,"Maurici Pinto Oliveira",1
2021,"papo-de-parceiro",1212141997,"Rodrigo Antonio Bós Vidal",1
2021,"speak-english",1212124836,"Guga Mafra",5
2021,"speak-english",1212138688,"Rossana Modolin",5
2021,"speak-english",1212123564,"Caio Gomes",2
2021,"speak-english",2002,"Portuguesa",2
2021,"speak-english",1212141688,"Caio Junqueira de Brito",1
2021,"speak-english",1212137030,"Carlinhos Troll",1
2021,"speak-english",1212141105,"Delcio Gomes",1
2021,"speak-english",1212135105,"Fernando Reule",1
2021,"speak-english",1212141847,"Ian SBF",1
2021,"speak-english",3515,"JP",1
2021,"speak-english",1212141985,"Julia Gutnik",1
2021,"speak-english",1212130384,"Lucas Radaelli",1
2021,"speak-english",1212137936,"Marcelo Bassoli",1
2021,"speak-english",4877,"Marco Gomes",1
2021,"speak-english",1212140172,"Max Valarezo",1
2021,"speak-english",1212137415,"Talita Ribeiro",1
2022,"caneca-de-mamicas",1212141723,"Mary Joe",16
2022,"caneca-de-mamicas",1212139440,"Patrícia Mafra",6
2022,"caneca-de-mamicas",1212141820,"Daniella Freixo de Faria",4
2022,"caneca-de-mamicas",1212141924,"Alan Dubox",3
2022,"caneca-de-mamicas",1212141887,"Azaghal",3
2022,"caneca-de-mamicas",1212142131,"Carolina Andrade",3
2022,"caneca-de-mamicas",1212142293,"Iana Villela",3
2022,"caneca-de-mamicas",1212142159,"Tati Baez",3
2022,"caneca-de-mamicas",3641,"Almôndega",2
2022,"caneca-de-mamicas",1212143219,"Fernanda Costa",2
2022,"caneca-de-mamicas",1212142053,"Jovem Nerd",2
2022,"caneca-de-mamicas",1212141894,"Marcela Soares",2
2022,"caneca-de-mamicas",1212142435,"Patricia Zarour",2
2022,"caneca-de-mamicas",1212137415,"Talita Ribeiro",2
2022,"caneca-de-mamicas",274,"Tucano",2
2022,"caneca-de-mamicas",1212142348,"Airton Carvalho",1
2022,"caneca-de-mamicas",1212129496,"Ana Arantes",1
2022,"caneca-de-mamicas",1212123847,"André Souza",1
2022,"caneca-de-mamicas",1212142254,"Ane Vaz",1
2022,"caneca-de-mamicas",1212142850,"Angélica Kalil",1
2022,"caneca-de-mamicas",1212142230,"Barbara Pola Russell",1
2022,"caneca-de-mamicas",1212123564,"Caio Gomes",1
2022,"caneca-de-mamicas",1212143391,"Carla Zeglio",1
2022,"caneca-de-mamicas",1212137030,"Carlinhos Troll",1
2022,"caneca-de-mamicas",1212135982,"Daniel Jezini",1
2022,"caneca-de-mamicas",1212143522,"Daniela Risso",1
2022,"caneca-de-mamicas",1212143160,"Dra. Abir Faissal",1
2022,"caneca-de-mamicas",1212122799,"Fabio Yabu",1
2022,"caneca-de-mamicas",1212143707,"Fernanda Britto",1
2022,"caneca-de-mamicas",1212135105,"Fernando Reule",1
2022,"caneca-de-mamicas",1212142229,"Fernando Russell",1
2022,"caneca-de-mamicas",1212122798,"Francine Gladulich",1
2022,"caneca-de-mamicas",1212142349,"Gustavo Rebello",1
2022,"caneca-de-mamicas",1212143616,"Igor Seco",1
2022,"caneca-de-mamicas",1212143563,"Isabela Del Monde",1
2022,"caneca-de-mamicas",1212142213,"Isabela Fontanella",1
2022,"caneca-de-mamicas",3515,"JP",1
2022,"caneca-de-mamicas",1212142148,"Jefferson Schroeder",1
2022,"caneca-de-mamicas",1212143808,"John Gojeth",1
2022,"caneca-de-mamicas",1212125928,"Ken Fujioka",1
2022,"caneca-de-mamicas",1212138256,"Lierson Mattenhauer",1
2022,"caneca-de-mamicas",1212142463,"Lua",1
2022,"caneca-de-mamicas",1212142281,"Maiko Arpino",1
2022,"caneca-de-mamicas",1212130298,"Mau Faccio",1
2022,"caneca-de-mamicas",1212143066,"Mauro Fantini",1
2022,"caneca-de-mamicas",1212142902,"Maurício Duboc",1
2022,"caneca-de-mamicas",1212141465,"Pamela Lopes",1
2022,"caneca-de-mamicas",1212141987,"Peter",1
2022,"caneca-de-mamicas",1212141785,"Priscila Gama",1
2022,"caneca-de-mamicas",1212142073,"Rafael Quina",1
2022,"caneca-de-mamicas",1212123647,"Rogério Bonfim",1
2022,"caneca-de-mamicas",1212122464,"Sr.K",1
2022,"caneca-de-mamicas",1212142901,"Teo Scussel",1
2022,"caneca-de-mamicas",1212142607,"Viviane Bellini",1
2022,"caneca-de-mamicas",1212143617,"Will",1
2022,"empreendedor",1212126189,"Flávio Augusto",7
2022,"empreendedor",1212142265,"Caio Carneiro",1
2022,"empreendedor",1212142478,"Carlos Lazar",1
2022,"empreendedor",1212142320,"Gabriel Bollico",1
2022,"empreendedor",1212143151,"Joel Jota",1
2022,"empreendedor",1212142209,"Paulo Jubilut",1
2022,"extra",1212126483,"Barbara Russell",1
2022,"extra",1212141446,"Carolina Moraes",1
2022,"extra",1212141444,"El Baramallo",1
2022,"extra",1212143255,"Flávia Beó",1
2022,"extra",1212143079,"Getúlio Santos",1
2022,"extra",1212143254,"Murilo Zanini de Carvalho",1
2022,"extra",1212141845,"Pedro Duarte",1
2022,"extra",2002,"Portuguesa",1
2022,"extra",1212143080,"Renato Rampazzo",1
2022,"generacast",1212141282,"Ricardo di Lazzaro Filho",5
2022,"generacast",1212142245,"Ariana Rocha",1
2022,"generacast",1212142372,"Ernesto Goulart",1
2022,"generacast",1212143348,"Julio Cesar Batista",1
2022,"generacast",1212142611,"Michel Naslavsky",1
2022,"generacast",1212143005,"Rodrigo Trespach",1
2022,"generacast",1212143006,"Tawany Rocha",1
2022,"la-do-bunker",1212139351,"Pri Ganiko",40
2022,"la-do-bunker",1212141954,"Camila Sousa",38
2022,"la-do-bunker",1212141859,"Gabriel Avila",22
2022,"la-do-bunker",1212141845,"Pedro Duarte",18
2022,"la-do-bunker",1212141330,"Tayná Garcia",15
2022,"la-do-bunker",1212143191,"Arthur Eloi",8
2022,"la-do-bunker",1212130299,"Marina Val",5
2022,"la-do-bunker",1212142827,"Pedro Siqueira",4
2022,"la-do-bunker",1212143806,"Priscila Ganiko",1
2022,"nerdcash",1212142033,"Nicolas Borsoi",6
2022,"nerdcash",1212139590,"Pedro Paulo Silveira",6
2022,"nerdcash",1212139900,"André Ferreira",1
2022,"nerdcash",1212142536,"Washington Santos",1
2022,"nerdcast",1212140265,"Katiucha Barcelos",22
2022,"nerdcast",274,"Tucano",20
2022,"nerdcast",1212137936,"Marcelo Bassoli",14
2022,"nerdcast",1212122462,"Carlos Voltor",13
2022,"nerdcast",3515,"JP",7
2022,"nerdcast",1212141393,"LOAD",6
2022,"nerdcast",1212122669,"Leonel Caldela",6
2022,"nerdcast",1212123226,"Rex",6
2022,"nerdcast",2595,"Eduardo Spohr",5
2022,"nerdcast",1212127694,"Filipe Figueiredo",5
2022,"nerdcast",1212122464,"Sr.K",5
2022,"nerdcast",1212141845,"Pedro Duarte",4
2022,"nerdcast",1212122317,"Gaveta",3
2022,"nerdcast",2002,"Portuguesa",3
2022,"nerdcast",2003,"Sra. Jovem Nerd",3
2022,"nerdcast",1212123564,"Caio Gomes",2
2022,"nerdcast",1212122797,"Diogo Braga",2
2022,"nerdcast",1212122799,"Fabio Yabu",2
2022,"nerdcast",1212124836,"Guga Mafra",2
2022,"nerdcast",1212142331,"Marcel Campos",2
2022,"nerdcast",1212130298,"Mau Faccio",2
2022,"nerdcast",1212131200,"Maurício Linhares",2
2022,"nerdcast",1212140172,"Max Valarezo",2
2022,"nerdcast",1212141184,"Ale Santos",1
2022,"nerdcast",1212138572,"Altay Souza",1
2022,"nerdcast",1212133685,"André Gordirro",1
2022,"nerdcast",1212123847,"André Souza",1
2022,"nerdcast",1212122796,"Beto Estrada",1
2022,"nerdcast",1212142393,"Buck O Balde",1
2022,"nerdcast",1212142131,"Carolina Andrade",1
2022,"nerdcast",1212142844,"Catarina Aydar",1
2022,"nerdcast",1212142270,"Caíto Mainier",1
2022,"nerdcast",1212142272,"Felipe Abrahão",1
2022,"nerdcast",1212141859,"Gabriel Avila",1
2022,"nerdcast",1212142392,"Giovanni Dud3",1
2022,"nerdcast",1212142190,"Govis",1
2022,"nerdcast",1212141847,"Ian SBF",1
2022,"nerdcast",1212143061,"Jazz Rider",1
2022,"nerdcast",5034,"Jurandir Filho",1
2022,"nerdcast",1212142271,"Leandro Ramos",1
2022,"nerdcast",1212124811,"Marcelinho",1
2022,"nerdcast",1212123033,"Marcelo Forlani",1
2022,"nerdcast",4877,"Marco Gomes",1
2022,"nerdcast",1212141628,"Marianna Soter",1
2022,"nerdcast",1212126369,"Mauricio Cid",1
2022,"nerdcast",1212140606,"Mila Laranjeira",1
2022,"nerdcast",309,"Nick Ellis",1
2022,"nerdcast",1212130385,"Paulo Silveira",1
2022,"nerdcast",1212142269,"Paulo Tiefenthaler",1
