"product","episode","duration","start-time","end-time"
"la-do-bunker","16",2698,0,0
"la-do-bunker","17",3201,0,0
"la-do-bunker","18",2783,0,0
"la-do-bunker","19",2723,0,0
"la-do-bunker","20",2374,0,0
"la-do-bunker","Oferecido por Fanta",2647,0,0
"la-do-bunker","21",2396,0,0
"la-do-bunker","22",2881,0,0
"la-do-bunker","23",3207,0,0
"la-do-bunker","24",3301,0,0
"la-do-bunker","25",2468,0,0
"la-do-bunker","26",2641,0,0
"la-do-bunker","27",2371,0,0
"la-do-bunker","28",1973,0,0
"la-do-bunker","29",2729,0,0
"la-do-bunker","30",3262,0,0
"la-do-bunker","31",3011,0,0
"la-do-bunker","32",2660,0,0
"la-do-bunker","33",2859,0,0
"la-do-bunker","34",2297,0,0
"la-do-bunker","35",2475,0,0
"la-do-bunker","36",1916,0,0
"la-do-bunker","37",3447,0,0
"la-do-bunker","38",2062,0,0
"la-do-bunker","39",2159,0,0
"la-do-bunker","40",1901,0,0
"la-do-bunker","41",2969,0,0
"la-do-bunker","42",2300,0,0
"la-do-bunker","43",2815,0,0
"la-do-bunker","44",2311,0,0
"la-do-bunker","45",2665,0,0
"la-do-bunker","46",2034,0,0
"la-do-bunker","47",1942,0,0
"la-do-bunker","48",2981,0,0
"la-do-bunker","49",2130,0,0
"la-do-bunker","50",2240,0,0
"la-do-bunker","51",2997,0,0
"la-do-bunker","52",2553,0,0
"la-do-bunker","Oferecido por Amazon Prime Video",749,0,0
"la-do-bunker","53",2487,0,0
"la-do-bunker","54",4188,0,0
"la-do-bunker","55",2591,0,0
"la-do-bunker","56",2946,0,0
"la-do-bunker","57",2445,0,0
"la-do-bunker","58",2815,0,0
"la-do-bunker","59",2558,0,0
"la-do-bunker","60",2700,0,0
"la-do-bunker","61",2546,0,0
"la-do-bunker","62",2452,0,0
"la-do-bunker","63",2561,0,0
"la-do-bunker","64",3141,0,0
"la-do-bunker","65",2800,0,0
"la-do-bunker","66",3378,0,0
"la-do-bunker","67",3844,0,0
"la-do-bunker","68",4282,0,0
"la-do-bunker","69",2870,0,0
"la-do-bunker","70",3285,0,0
"la-do-bunker","71",2842,0,0
"la-do-bunker","72",2265,0,0
"la-do-bunker","73",1771,0,0
"la-do-bunker","74",2281,0,0
"la-do-bunker","75",2233,0,0
"la-do-bunker","76",2965,0,0
"nerdcash","01",3003,0,0
"nerdcash","02",3628,0,0
"nerdcash","03",2875,0,0
"nerdcash","04",3202,0,0
"nerdcash","05",2440,0,0
"nerdcash","06",2605,0,0
"nerdcash","07",2931,0,0
"nerdcash","08",2215,0,0
"nerdcash","09",2491,0,0
"nerdcash","10",2155,0,0
"nerdcash","11",2422,0,0
"nerdcash","12",2646,0,0
"nerdcash","13",3249,0,0
"nerdcash","14",2170,0,0
"nerdcash","15",3571,0,0
"nerdcash","16",3051,0,0
"nerdcash","17",2783,0,0
"nerdcash","18",2194,0,0
"nerdcash","19",2583,0,0
"nerdcash","20",2798,0,0
"nerdcash","21",2980,0,0
"nerdcash","22",3073,0,0
"nerdcash","23",2803,0,0
"nerdcash","24",2810,0,0
"nerdcash","25",2252,0,0
"nerdcash","26",3107,0,0
"nerdcash","27",3300,0,0
"nerdcash","28",2237,0,0
"nerdcash","29",2990,0,0
"nerdcash","30",3245,0,0
"nerdcash","31",1512,0,0
"nerdcash","32",4320,0,0
"nerdcash","33",3292,0,0
"nerdcash","34",2853,0,0
"nerdcash","35",1943,0,0
"nerdcash","36",3230,0,0
"nerdcash","37",2735,0,0
"nerdcash","38",2791,0,0
"nerdcash","39",2532,0,0
"nerdcash","40",2280,0,0
"nerdcash","41",2493,0,0
"nerdcash","42",2832,0,0
"nerdcash","43",2415,0,0
"nerdcash","44",2819,0,0
"nerdcash","45",2643,0,0
"nerdcash","46",2359,0,0
"nerdcash","47",2794,0,0
"nerdcash","48",2837,0,0
"nerdcash","49",2773,0,0
"nerdcast","01",789,0,0
"nerdcast","02",673,0,0
"nerdcast","03",1274,0,0
"nerdcast","04",943,0,0
"nerdcast","05",1018,0,0
"nerdcast","06",2351,0,0
"nerdcast","07",1590,0,0
"nerdcast","08",2671,0,0
"nerdcast","09",2715,0,0
"nerdcast","10",2632,0,0
"nerdcast","11",3356,0,0
"nerdcast","12",2690,0,0
"nerdcast","13",3463,0,0
"nerdcast","14",3490,0,0
"nerdcast","15",2891,0,0
"nerdcast","16",3568,0,0
"nerdcast","17",2978,0,0
"nerdcast","18",3498,0,0
"nerdcast","19",3192,0,0
"nerdcast","20",2907,0,0
"nerdcast","21",1775,0,0
"nerdcast","22",3411,0,0
"nerdcast","23",3974,0,0
"nerdcast","24",3484,0,0
"nerdcast","25",2947,0,0
"nerdcast","26",4017,0,0
"nerdcast","27",4556,0,0
"nerdcast","28a",4161,0,0
"nerdcast","28b",3752,0,0
"nerdcast","29",4266,0,0
"nerdcast","30",4054,0,0
"nerdcast","31",4644,0,0
"nerdcast","32",3704,0,0
"nerdcast","33",3992,0,0
"nerdcast","34",4343,0,0
"nerdcast","35",4380,0,0
"nerdcast","36",3528,0,0
"nerdcast","37",4945,0,0
"nerdcast","38",4218,0,0
"nerdcast","39",4836,0,0
"nerdcast","40",3817,0,0
"nerdcast","41",5082,0,0
"nerdcast","42",3902,0,0
"nerdcast","43",4944,0,0
"nerdcast","44",3144,0,0
"nerdcast","45",4103,0,0
"nerdcast","46",4243,0,0
"nerdcast","47",3673,0,0
"nerdcast","48",4238,0,0
"nerdcast","49",4089,0,0
"nerdcast","50",3956,0,0
"nerdcast","51",4480,0,0
"nerdcast","52",3750,0,0
"nerdcast","53",4044,0,0
"nerdcast","54a",3102,0,0
"nerdcast","54b",3905,0,0
"nerdcast","55",4719,0,0
"nerdcast","56",4483,0,0
"nerdcast","57",4906,0,0
"nerdcast","58",4706,0,0
"nerdcast","59",3574,0,0
"nerdcast","60",4634,0,0
"nerdcast","61",4508,0,0
"nerdcast","62",4949,0,0
"nerdcast","63",4707,0,0
"nerdcast","64",5207,0,0
"nerdcast","65",4076,0,0
"nerdcast","66",4695,0,0
"nerdcast","67",3843,0,0
"nerdcast","68",4847,0,0
"nerdcast","69",4192,0,0
"nerdcast","70",4330,0,0
"nerdcast","71",3951,0,0
"nerdcast","72",3922,0,0
"nerdcast","73",4383,0,0
"nerdcast","74",4760,0,0
"nerdcast","75",4590,0,0
"nerdcast","76a",3831,0,0
"nerdcast","76b",4321,0,0
"nerdcast","77",3533,0,0
"nerdcast","78",4435,0,0
"nerdcast","79",4537,0,0
"nerdcast","80",4890,0,0
"nerdcast","81",3602,0,0
"nerdcast","82",4083,0,0
"nerdcast","83",4041,0,0
"nerdcast","84",3508,0,0
"nerdcast","85",4683,0,0
"nerdcast","86",4700,0,0
"nerdcast","87",3869,0,0
"nerdcast","88",3582,0,0
"nerdcast","89",4401,0,0
"nerdcast","90",3841,0,0
"nerdcast","91",4332,0,0
"nerdcast","92",3386,0,0
"nerdcast","93",3622,0,0
"nerdcast","94",5860,0,0
"nerdcast","95",3775,0,0
"nerdcast","96",3586,0,0
"nerdcast","97",4334,0,0
"nerdcast","98",5972,0,0
"nerdcast","99",4071,0,0
"nerdcast","100",5841,0,0
"nerdcast","101",3853,0,0
"nerdcast","102",4577,0,0
"nerdcast","103",3213,0,0
"nerdcast","104",3614,0,0
"nerdcast","105",4522,0,0
"nerdcast","106",4475,0,0
"nerdcast","107",4354,0,0
"nerdcast","108",6112,0,0
"nerdcast","109",5388,0,0
"nerdcast","110",4131,0,0
"nerdcast","111",4803,0,0
"nerdcast","112a",4410,0,0
"nerdcast","112b",4842,0,0
"nerdcast","113a",5903,0,0
"nerdcast","113b",4128,0,0
"nerdcast","114",4850,0,0
"nerdcast","115",4743,0,0
"nerdcast","116a",4621,0,0
"nerdcast","116b",4081,0,0
"nerdcast","117",3669,0,0
"nerdcast","118",4968,0,0
"nerdcast","119",4974,0,0
"nerdcast","120",5226,0,0
"nerdcast","121",4400,0,0
"nerdcast","122",3944,0,0
"nerdcast","123",4291,0,0
"nerdcast","124",4041,0,0
"nerdcast","125",4267,0,0
"nerdcast","126",3859,0,0
"nerdcast","127",4032,0,0
"nerdcast","128",4457,0,0
"nerdcast","129",4348,0,0
"nerdcast","130",4455,0,0
"nerdcast","131",4348,0,0
"nerdcast","132",3580,0,0
"nerdcast","133",5051,0,0
"nerdcast","134",3949,0,0
"nerdcast","135",4320,0,0
"nerdcast","136",3532,0,0
"nerdcast","137",4243,0,0
"nerdcast","138",4509,0,0
"nerdcast","139",4307,0,0
"nerdcast","140",3608,0,0
"nerdcast","141",3605,0,0
"nerdcast","142",3592,0,0
"nerdcast","143",4934,0,0
"nerdcast","144",4441,0,0
"nerdcast","145",3499,0,0
"nerdcast","146",4683,0,0
"nerdcast","147",3653,0,0
"nerdcast","148",4183,0,0
"nerdcast","149",3647,0,0
"nerdcast","150",4726,0,0
"nerdcast","151",3943,0,0
"nerdcast","152",3740,0,0
"nerdcast","153",3973,0,0
"nerdcast","154",3729,0,0
"nerdcast","155",4249,0,0
"nerdcast","156",5250,0,0
"nerdcast","157",4682,0,0
"nerdcast","158",4334,0,0
"nerdcast","159",3986,0,0
"nerdcast","160",4834,0,0
"nerdcast","161",3723,0,0
"nerdcast","162",4263,0,0
"nerdcast","163",3683,0,0
"nerdcast","164",4589,0,0
"nerdcast","165",5379,0,0
"nerdcast","166",4607,0,0
"nerdcast","167",3391,0,0
"nerdcast","168a",3533,0,0
"nerdcast","168b",4753,0,0
"nerdcast","169",3576,0,0
"nerdcast","170",3731,0,0
"nerdcast","171",4522,0,0
"nerdcast","172",4193,0,0
"nerdcast","173",5046,0,0
"nerdcast","174",3420,0,0
"nerdcast","175",6006,0,0
"nerdcast","176",4158,0,0
"nerdcast","177",4479,0,0
"nerdcast","178",4176,0,0
"nerdcast","179",3993,0,0
"nerdcast","180",3571,0,0
"nerdcast","181",4460,0,0
"nerdcast","182",5412,0,0
"nerdcast","183",4835,0,0
"nerdcast","184a",4288,0,0
"nerdcast","184b",3359,0,0
"nerdcast","185",4132,0,0
"nerdcast","186",6785,0,0
"nerdcast","187",3935,0,0
"nerdcast","188",3517,0,0
"nerdcast","189",4925,0,0
"nerdcast","190",5308,0,0
"nerdcast","191",4993,0,0
"nerdcast","192a",4968,0,0
"nerdcast","192b",4362,0,0
"nerdcast","192c",5096,0,0
"nerdcast","193",4457,0,0
"nerdcast","194",6089,0,0
"nerdcast","195",4757,0,0
"nerdcast","196",4343,0,0
"nerdcast","197",3631,0,0
"nerdcast","198",4735,0,0
"nerdcast","199",4291,0,0
"nerdcast","200",6701,0,0
"nerdcast","201",3802,0,0
"nerdcast","202",4426,0,0
"nerdcast","204",4221,0,0
"nerdcast","205",4383,0,0
"nerdcast","205",3997,0,0
"nerdcast","206",4573,0,0
"nerdcast","207",3912,0,0
"nerdcast","208",5652,0,0
"nerdcast","209",4744,0,0
"nerdcast","210",6246,0,0
"nerdcast","211",6318,0,0
"nerdcast","212",5277,0,0
"nerdcast","213",6367,0,0
"nerdcast","214",3890,0,0
"nerdcast","215",6320,0,0
"nerdcast","216",4671,0,0
"nerdcast","217",5341,0,0
"nerdcast","218",4147,0,0
"nerdcast","219",5058,0,0
"nerdcast","220",4434,0,0
"nerdcast","221",3683,0,0
"nerdcast","222",6951,0,0
"nerdcast","223",4199,0,0
"nerdcast","224",4919,0,0
"nerdcast","225",4205,0,0
"nerdcast","226",3429,0,0
"nerdcast","227",4507,0,0
"nerdcast","228",4474,0,0
"nerdcast","229",5760,0,0
"nerdcast","230",4007,0,0
"nerdcast","231",4732,0,0
"nerdcast","232",3889,0,0
"nerdcast","233",4421,0,0
"nerdcast","234",5118,0,0
"nerdcast","235a",4501,0,0
"nerdcast","235b",3523,0,0
"nerdcast","236",5699,0,0
"nerdcast","237",4252,0,0
"nerdcast","238",5433,0,0
"nerdcast","239",4332,0,0
"nerdcast","240",5020,0,0
"nerdcast","241",742,0,0
"nerdcast","241",4210,0,0
"nerdcast","242",2484,0,0
"nerdcast","244",4277,0,0
"nerdcast","245",4279,0,0
"nerdcast","246",3969,0,0
"nerdcast","247",4239,0,0
"nerdcast","248",4328,0,0
"nerdcast","249",5864,0,0
"nerdcast","250",7948,0,0
"nerdcast","251",5968,0,0
"nerdcast","252",4589,0,0
"nerdcast","253",4330,0,0
"nerdcast","254",4879,0,0
"nerdcast","255",4219,0,0
"nerdcast","256",3708,0,0
"nerdcast","257",4383,0,0
"nerdcast","258",5274,0,0
"nerdcast","259",3369,0,0
"nerdcast","260",6541,0,0
"nerdcast","261",5315,0,0
"nerdcast","262",4982,0,0
"nerdcast","263",5939,0,0
"nerdcast","264",4086,0,0
"nerdcast","265",4056,0,0
"nerdcast","266",3858,0,0
"nerdcast","267",4433,0,0
"nerdcast","268",5959,0,0
"nerdcast","269",5365,0,0
"nerdcast","270",5101,0,0
"nerdcast","271",4040,0,0
"nerdcast","272",6164,0,0
"nerdcast","273",5007,0,0
"nerdcast","274",2850,0,0
"nerdcast","275",4701,0,0
"nerdcast","276",6821,0,0
"nerdcast","277",4080,0,0
"nerdcast","278",5175,0,0
"nerdcast","279",5676,0,0
"nerdcast","280",4450,0,0
"nerdcast","281",5091,0,0
"nerdcast","282",5160,0,0
"nerdcast","283",7077,0,0
"nerdcast","284",4923,0,0
"nerdcast","285",4841,0,0
"nerdcast","286",5322,0,0
"nerdcast","287",4434,0,0
"nerdcast","288",5684,0,0
"nerdcast","289",6739,0,0
"nerdcast","290",5497,0,0
"nerdcast","291",8113,0,0
"nerdcast","292",4603,0,0
"nerdcast","293",3618,0,0
"nerdcast","294",5661,0,0
"nerdcast","295",4481,0,0
"nerdcast","296",6060,0,0
"nerdcast","297",3095,0,0
"nerdcast","298",6211,0,0
"nerdcast","299",5688,0,0
"nerdcast","300",6704,0,0
"nerdcast","301",4319,0,0
"nerdcast","302",5554,0,0
"nerdcast","303",4717,0,0
"nerdcast","304",4458,0,0
"nerdcast","305",5677,0,0
"nerdcast","306",7001,0,0
"nerdcast","307",4799,0,0
"nerdcast","308",5169,0,0
"nerdcast","309",5253,0,0
"nerdcast","311",3925,0,0
"nerdcast","312",5504,0,0
"nerdcast","313",6683,0,0
"nerdcast","314",6265,0,0
"nerdcast","315",6184,0,0
"nerdcast","316",4972,0,0
"nerdcast","317",3399,0,0
"nerdcast","318",4376,0,0
"nerdcast","319",5386,0,0
"nerdcast","320",6147,0,0
"nerdcast","321",6093,0,0
"nerdcast","322",6334,0,0
"nerdcast","323",5510,0,0
"nerdcast","324",5374,0,0
"nerdcast","325",5391,0,0
"nerdcast","326",4534,0,0
"nerdcast","327",5586,0,0
"nerdcast","328",5667,0,0
"nerdcast","329",5492,0,0
"nerdcast","330",6131,0,0
"nerdcast","331",4623,0,0
"nerdcast","332",4915,0,0
"nerdcast","333",5476,0,0
"nerdcast","334",5137,0,0
"nerdcast","335",5902,0,0
"nerdcast","336",5367,0,0
"nerdcast","337",5083,0,0
"nerdcast","338",6204,0,0
"nerdcast","339",5353,0,0
"nerdcast","340",5147,0,0
"nerdcast","341",9715,0,0
"nerdcast","342",4653,0,0
"nerdcast","343",6808,0,0
"nerdcast","344",6081,0,0
"nerdcast","345",5472,0,0
"nerdcast","346",5509,0,0
"nerdcast","347",5292,0,0
"nerdcast","348",4692,0,0
"nerdcast","349",4459,0,0
"nerdcast","350",6436,0,0
"nerdcast","351",4565,0,0
"nerdcast","Nerdcast Extra - NerdLab",3809,0,0
"nerdcast","352",6329,0,0
"nerdcast","353",5449,0,0
"nerdcast","354",5497,0,0
"nerdcast","355",4602,0,0
"nerdcast","356",5166,0,0
"nerdcast","357",5296,0,0
"nerdcast","358",5122,0,0
"nerdcast","359",4900,0,0
"nerdcast","360",5052,0,0
"nerdcast","361",4358,0,0
"nerdcast","362",6397,0,0
"nerdcast","363",4681,0,0
"nerdcast","364",5263,0,0
"nerdcast","365",3917,0,0
"nerdcast","366",7837,0,0
"nerdcast","367",8591,0,0
"nerdcast","368",5709,0,0
"nerdcast","369",5805,0,0
"nerdcast","370",5225,0,0
"nerdcast","371",4409,0,0
"nerdcast","372",5310,0,0
"nerdcast","373",5763,0,0
"nerdcast","374",4741,0,0
"nerdcast","375",7625,0,0
"nerdcast","376",4740,0,0
"nerdcast","377",5600,0,0
"nerdcast","378",5427,0,0
"nerdcast","379",6605,0,0
"nerdcast","380",6643,0,0
"nerdcast","381",5711,0,0
"nerdcast","382",5677,0,0
"nerdcast","383",5920,0,0
"nerdcast","384",5406,0,0
"nerdcast","385",4981,0,0
"nerdcast","386",5594,0,0
"nerdcast","387",4598,0,0
"nerdcast","388",5206,0,0
"nerdcast","389",4533,0,0
"nerdcast","390",5948,0,0
"nerdcast","391",5909,0,0
"nerdcast","392",6622,0,0
"nerdcast","393",4977,0,0
"nerdcast","394",7092,0,0
"nerdcast","396",6760,0,0
"nerdcast","395",9411,0,0
"nerdcast","397",5469,0,0
"nerdcast","398",6238,0,0
"nerdcast","399",5118,0,0
"nerdcast","401",5236,0,0
"nerdcast","400",7450,0,0
"nerdcast","402",5268,0,0
"nerdcast","403",6270,0,0
"nerdcast","404",6538,0,0
"nerdcast","405",5745,0,0
"nerdcast","406",6228,0,0
"nerdcast","407",6518,0,0
"nerdcast","408",6620,0,0
"nerdcast","409",5850,0,0
"nerdcast","411",5157,0,0
"nerdcast","412",5268,0,0
"nerdcast","413",5721,0,0
"nerdcast","414",6008,0,0
"nerdcast","415",6315,0,0
"nerdcast","416",6699,0,0
"nerdcast","418",5617,0,0
"nerdcast","417",8430,0,0
"nerdcast","419",5365,0,0
"nerdcast","420",6966,0,0
"nerdcast","421",6000,0,0
"nerdcast","422",6042,0,0
"nerdcast","423",6186,0,0
"nerdcast","424",5225,0,0
"nerdcast","425",5781,0,0
"nerdcast","426",8656,0,0
"nerdcast","427",6635,0,0
"nerdcast","428",8716,0,0
"nerdcast","429",6445,0,0
"nerdcast","430",6368,0,0
"nerdcast","431",5184,0,0
"nerdcast","432",4890,0,0
"nerdcast","433",6737,0,0
"nerdcast","434",5112,0,0
"nerdcast","435",7531,0,0
"nerdcast","436",5894,0,0
"nerdcast","437",4997,0,0
"nerdcast","438",6302,0,0
"nerdcast","439",7044,0,0
"nerdcast","440",6730,0,0
"nerdcast","441",6052,0,0
"nerdcast","442",5958,0,0
"nerdcast","443",6358,0,0
"nerdcast","444",5849,0,0
"nerdcast","445",7179,0,0
"nerdcast","446",7799,0,0
"nerdcast","447",4699,0,0
"nerdcast","448",6596,0,0
"nerdcast","449",5460,0,0
"nerdcast","450",7161,0,0
"nerdcast","451",5738,0,0
"nerdcast","452",6234,0,0
"nerdcast","453",6022,0,0
"nerdcast","454",5445,0,0
"nerdcast","455",6735,0,0
"nerdcast","456",5427,0,0
"nerdcast","457",6681,0,0
"nerdcast","458",5027,0,0
"nerdcast","459",5959,0,0
"nerdcast","460",7054,0,0
"nerdcast","461",5279,0,0
"nerdcast","462",4951,0,0
"nerdcast","463",5834,0,0
"nerdcast","464",6164,0,0
"nerdcast","465",4188,0,0
"nerdcast","466",6463,0,0
"nerdcast","467",5311,0,0
"nerdcast","468",5807,0,0
"nerdcast","469",9862,0,0
"nerdcast","470",4357,0,0
"nerdcast","471",4926,0,0
"nerdcast","472",6224,0,0
"nerdcast","473",4484,0,0
"nerdcast","474",4161,0,0
"nerdcast","475",5442,0,0
